Topic,Count,Name,Representation,Representative_Docs
170,25,0|能源|储能|碳中|电网,"['能源', '储能', '碳中', '电网', '集中式', '氢能', '电力', '我国', '分布式', '低碳']","['国际能源署iea联合中石油勘探开发研究院日前共同发布能源','人名院士解读中国能源发展未来可再生能源将担大任','加莱能源在全球分布式清洁能源供应和智慧综合能源服务产业的发展思路']"
171,25,1|电路|电路图|原理|负载,"['电路', '电路图', '原理', '负载', '原理图', '差分', '放大', '保护', '模块', '结构']","['cmos电路中esd保护结构的设计原理与要求讲解','电路电路图电子原理图12071547竖版竖屏','电路电路图电子原理图457448']"
172,25,2|婴儿|透气|纱布|床垫,"['婴儿', '透气', '纱布', '床垫', '吸汗', '纯棉', '宝宝', '儿童', '双人', '单人']","['麻能儿童枕头套婴儿苎麻吸汗透气单人小宝宝枕套凉席配套幼儿园夏季','尿布裤纯棉婴儿防水防漏隔尿纱布透气可洗儿童如厕训练学习裤多宝莉','尿布裤纯棉婴儿防水防漏隔尿纱布透气可洗儿童如厕训练学习裤多宝莉']"
173,25,3|洪崖洞|旁边|环湖|小卖部,"['洪崖洞', '旁边', '环湖', '小卖部', '蒲甘', '景点', '休息', '二街', '眼瞅', '住水']","['在缅甸的蒲甘,有租摩托车的,也有租电动车的,主要是蒲甘游客特别多','如果你坐车是在洪崖洞顶楼这边的马路下车的,问路人,洪崖洞在哪儿','不久后遇到的小卖部,后来上垭口前还有一个小卖部,旁边是观景平台.']"
174,25,4|地块|用地|竞自|商住,"['地块', '用地', '竞自', '商住', '拍卖', '溢价率', '成交', '土拍', '总价', '番禺']","['土地市场浠水挂牌4宗住宅用地,起始总价21376万元','35亿元竞得南宁综保区一宗商住用地溢价率25.7','成都土拍新规则明确部分地块仍要竞自持首提竞销售型人才公寓']"
175,25,5|pes|管理学|ppt|因素,"['pes', '管理学', 'ppt', '因素', '分析', '评估', '培训', '海氏', '平衡单', '08级']","['统计学例子复杂现象总体总量指标两因素分析ppt','ipmp培训之三第三部分项目论证与评估ppt','人效pes实施流程31页人力资源效能pes实施方案,收藏了']"
176,24,6|漫画|卡通|头像|动漫,"['漫画', '卡通', '头像', '动漫', '龙凤胎', '插画', '触漫', '650309', '641406', '690472']","['动漫卡通漫画头像640227','动漫卡通漫画头像500400','动漫卡通漫画头像690472']"
177,24,7|包邮|零食|葡萄干|麦片,"['包邮', '零食', '葡萄干', '麦片', '夹心', '饼干', '巧克力', '布丁粉', '口味', '茶粉']","['百事桂格燕麦片快熟即食燕麦片多种口味任选粗粮','玖光亭夹心曲奇可可夹心饼干网红休闲小零食抹茶海盐','金语马卡隆夹心饼干小包装整箱各种各样儿童水果零食']"
178,24,8|新闻|新闻网|报业|都市报,"['新闻', '新闻网', '报业', '都市报', '要闻', '头版', '商报', '日报', '福州', '新乡']","['航拍西柏坡国内国际新闻频道福州新闻网','来源江南都市报综合中国江西网,江西新闻客户端,新华社,南昌晚报','关注6分钟前成都商报红星新闻官方账号成都商报红星新闻']"
179,23,9|记者|通讯员|新华社|兰州,"['记者', '通讯员', '新华社', '兰州', '谊策', '路娟', '赵晨', '筹何', '毕小莺', '宋志诚']","['记者刘玺东通讯员张帆人名返回搜','见习记者邸凌月本报记者人名深圳,北京报道','从化区融媒体中心记者黄利谊策划统筹何敏然人名人名']"
180,23,0|地板|墙板|隔断|免漆,"['地板', '墙板', '隔断', '免漆', 'kd板', '石塑', '科定板', '竹木', '装饰板', '饰面']","['四合厂家直销强化复合地板1203枪托色12mm木地板','纯手工拼花木地板厂家直销特价艺术拼花实木多层复合地板','巴洛克地板仿古手抓纹实木地板枫木地板全实木质比']"
181,23,1|相机|枰咚|秸饪|杂诙,"['相机', '枰咚', '秸饪', '杂诙', '热缣', '焯缴', '撑袒', '摩o荂谜', '掖蛱', '挥谏']","['是美国的一个手段,特势盏笔毕氲煤芗虻,加征关税能轻轻松松地让中国','这个原因也就是因为性厍淖试春突肪诚喽杂诙钡厍此蹈拥挠','骑荇运动昰超级实鼡啲种腿蔀锻炼方式,鈈仅受箌囡苼啲囍爱,吔哃样']"
182,22,2|银饰|形制|用料|各异,"['银饰', '形制', '用料', '各异', '造型', '细腻', '龙头', '榜理', '杯纹', '机镂']","['此件作品以丝织物为垫底衬托出用黄金丝绣编出九条大小不同,神态各异','整对形制规整,用料精到,纹理细腻,置于文房厅堂,雅致非凡.','此牌用料玉质白润,细腻可人,牌首处饰以竹节,并留有淡淡洒金皮']"
183,22,3|截图|窗口|屏幕|软件,"['截图', '窗口', '屏幕', '软件', '竖版', '竖屏', '471641', '700283', '440693', '630728']","['屏幕截图软件窗口截图535752竖版竖屏','屏幕截图软件窗口截图游戏截图800598','屏幕截图软件窗口截图游戏截图6501349竖版竖屏']"
184,22,4|丸论|鬼灭|cos|破织,"['丸论', '鬼灭', 'cos', '破织', '霸田', '黑桐干', '空释', '雪兔', '银向', '银时']","['cos正片仲村由理sss战线永远的leader','cos弹丸论破江之岛盾子cos正片栾一诺腾讯网','fgo泳装三破织田信长cv钉宫理惠宝具ex']"
185,22,5|雪山|山峰|北湖|珠穆朗玛峰,"['雪山', '山峰', '北湖', '珠穆朗玛峰', '美景', '飞瀑', '居庸关', '高山峰', '黄果树', '三部分']","['玉龙雪山是丽江最有吸引力的景区,也是大多数游客接触的第一座雪山','原创珠穆朗玛峰并不是最高山峰,地球上存在相对高差超过一万米的山峰','冰湖是梅里雪山冰川融化的雪水汇集而成形成的海子,很多的向导都不']"
186,22,6|染发|短发|发饰|发女,"['染发', '短发', '发饰', '发女', '头发', '发套', '发片', '短直', '流行色', '无痕']","['章华桑丝精华焗发霜正品染发剂染发膏黑色彩色植物染发护发遮白6折','韩国植物酸性色彩染发膏染发剂植物染发头发打蜡新品9大极色','染发剂2020流行色短发显白男网红纯黑茶色染发膏女植物盖白发潮色']"
187,22,7|国家|景区|保护区|火宫殿,"['国家', '景区', '保护区', '火宫殿', '5a级', '地理', '公园', '国家级', '旅游', '特产']","['国家公园属于国家,是国家直接管理的生态保护区域,堪称国家品牌','阿拉斯加的冰川湾国家公园和自然保护区是美国最大的国家公园之一.','浙江一座坐北朝南的景区是国家5a级旅游景区']"
188,22,8|饰品|戒指|配饰|吊坠,"['饰品', '戒指', '配饰', '吊坠', '项链', '碧玺', '水晶', '耳环', 'k金', '耳钉']","['一件代发长款毛衣链可爱女孩吊坠项链毛绒镶钻水晶配饰装饰','发饰新款复古合金锆石蝴蝶花朵水钻发簪簪子步摇头饰饰品1彩色','风海有夏樱花碧玺戒指女紫水晶银开口指环日韩潮人个性学生闺蜜尾戒']"
189,22,9|台式|显示器|耳麦|光驱,"['台式', '显示器', '耳麦', '光驱', '话筒', '电脑', 'dvd', '4k', '电视机', '无缝']","['话筒麦克风讲课便携式扬声器扩音器上课耳麦','隐形头戴麦迷你耳麦舞台演出肤色头戴式无线话筒小采.','库存dvd光驱库存台式电脑dvd光驱']"
190,22,0|拜年|贺卡|春节|过年,"['拜年', '贺卡', '春节', '过年', '喜庆', '新春', '放假', '祝福', '年窗', '家欢']","['2020春节年画大号福字新年门贴过年纸福鼠年窗花装饰用品墙贴','918孔府宴酒广告扑克牌厂长春节拜年问好.','传播贺卡中国风海报中国红喜庆祝福春节拜年企业拜年拜年贺卡春节']"
191,22,1|汽车|能源|技术|领域,"['汽车', '能源', '技术', '领域', '层面', '比亚迪', '智能化', '核心', '东风', '领先']","['汽车所造成的环境问题和石油资源紧缺使人们将视野投向了新能源汽车','丰田在新能源领域行销全球千万台,所以在核心技术的成熟可靠方面拥有','从产品形态上来看,中国新能源汽车无疑在智能化等层面已经领先了']"
192,22,2|快乐|阖家|大吉大利|辞旧迎新,"['快乐', '阖家', '大吉大利', '辞旧迎新', '大吉', '安康', '腊月', '福字', '万圣节', '喜庆']","['2021哪些福字可以扫出敬业福要扫什么福字才能扫到敬业福','农历十一月初六,就是要你大吉大利顺顺利利.快快打开微信接福吧','除夕到啦泰禾中国院子祝大家羊年大吉大利,阖家安康.']"
193,22,3|护肤|牌子|护肤品|冲洗,"['护肤', '牌子', '护肤品', '冲洗', '清洗', '怎么样', '搓揉', '黛珂', '效果', '掌心']","['防晒效果好的护肤品,防晒效果好的护肤品,护肤,宝宝,单品','清洁效果好的护肤品,洗面奶什么牌子好,护肤,毛孔','精华什么牌子好,保湿效果好的护肤品,护肤,保健品,美容美颜']"
194,21,4|先生|感谢|本次|总经理,"['先生', '感谢', '本次', '总经理', '致辞', '嘉宾', '各位', '负责人', '招待会', '智库']","['小龙先生本次发布会的协办单位负责人嘉宾分享富胜家居副总经理郑凯','蜜动游乐总公司董事长兼总经理郑炫明上台致词首先感谢在座各位的','首先,领创大地城项目负责人上台致辞,他表示,感谢各位嘉宾及客户对']"
195,21,5|换挡|起步|拨片|m挡,"['换挡', '起步', '拨片', 'm挡', '变速箱', '重心', '驾驶', '刹车', '便利', '手动']","['一档起步如果不是很给油的话起步稍肉,手动档二档比较容易熄火.','而深踩之后,变速箱响应还是很积极且换挡平顺,整个中后段的动力输出','刹车性能在全力加速的过程中,变速箱逻辑相当激进,换挡速度非常快.']"
196,21,6|流心|新鲜|整箱|水果,"['流心', '新鲜', '整箱', '水果', '正宗港', '直航', '断货', '美心', '金桔', '奶黄']","['泰国龙眼新鲜水果包邮整箱新鲜水果鲜桂圆大当季采摘叶5斤应季10','正宗港版美心流心奶黄月饼直航到货年年断货爆浆流心现货开','正宗港版美心流心奶黄月饼直航到货年年断货爆浆流心现货开']"
197,20,7|截图|剧照|壁纸|视频,"['截图', '剧照', '壁纸', '视频', 'png', '微信', '1079523', '640736', '750534', '690809']","['壁纸剧照视频截图664327','壁纸剧照视频截图633445','壁纸剧照视频截图641683']"
198,20,8|微信|二维码|关注|公众号,"['微信', '二维码', '关注', '公众号', '福卡', '搜索', '随机', '扫描', '哔哩', '公众']","['我们在购买他们家的门锁之后,只需要在微信公众号上搜索德施曼服务','下一篇关注伴宝网微信公众号免费课程随到随学.','微信可在线快速进行登记,搜索公众号西安本地宝,关注后']"
199,20,9|食过|虾饺|秘制|寿司,"['食过', '虾饺', '秘制', '寿司', '2017年', '12月', '搵食', '斋米', '靓车', '宋熙年']","['水伯小食店最钟意食哩度噶肠粉,炒斋米呲牙以前拉','立食寿司店立鮨一支公速食逾七十款寿司即叫即握区区搵食','虾饺皇拼潮州香芹粉果虾蛟爽口,味道都唔错,可惜皮穿孔,漏了汁.']"
200,20,0|脱贫|扶贫|攻坚|精准,"['脱贫', '扶贫', '攻坚', '精准', '贫困村', '助推', '致富', '入户', '党建', '坝黄镇']","['连江党建联盟手牵手脱贫攻坚快步走','上海援疆强化消费扶贫着力打赢脱贫攻坚战公益节目','清清卢氏百姓直通车脱贫攻坚文艺巡演走进贫困村']"
201,20,1|诗人|李白|杜甫|海子,"['诗人', '李白', '杜甫', '海子', '唐代', '大多', '文学', '名动', '沉郁顿挫', '乍觉']","['障百川人名,纳群山于足下,古人用雄浑壮阔的诗句描述不招律','鲁东门观刈蒲是唐代诗人李白所作的一首五言古诗此诗生动形象地','后来许多诗人都不墩飧銮,为它填写新词,因此唐代许多诗人都写有']"
202,20,2|安庆|未来|城市|即将,"['安庆', '未来', '城市', '即将', '平潭', '副其实', '剧变', '商丘人', '圈名', '长兴人']","['徐家汇即将发生剧变.未来经济全面大爆发.','长兴即将出现一座新型商业综合体.号称要承包长兴人许多的第一次','大局已定.安庆即将全面爆发.安庆人的身价要暴涨了.']"
203,20,3|1日|停车|收费|新规,"['1日', '停车', '收费', '新规', '停放', '3月', '煤矿', '实施', '车辆', '试点']","['关注3月1日,中小学惩戒新规开始执行,这些红线不能碰.','请在实施收费管理区域停放机动车辆的车主严格遵守公共停车泊位使用','南宁停车收费新规实施首日道路停放车辆减少']"
204,20,4|礼让|车辆|路口|行人,"['礼让', '车辆', '路口', '行人', '导流线', '辅路', '减速', 'u型', '否则', '驾驶员']","['礼让行人.','主路车辆右转进入辅路时,即使辅路车辆直行,也必须','唐山开车遇到行人过马路要礼让.否则罚50扣3分.']"
205,20,5|句子|心情|句句|说说,"['句子', '心情', '句句', '说说', '心累', '暖心', '短句', '精辟', '伤感', '感悟']","['最新版生活感悟经典说说句子句句精湛值得深思','生活的句子说说心情,总有一句触动你的心','喝酒后的心情经典句子']"
206,19,6|名著|正版|黑格尔|传墨,"['名著', '正版', '黑格尔', '传墨', '9787505429468', '9787552022674', '9787510450884', '9787200130829', '9787300263489', '9787530969533']","['中国工程院院士传记人名传9787516513149中航出版','黑格尔美学引论人名著9787530969533天津教育','正版保障公司法学人名著9787307083530武汉大学']"
207,19,7|小区|房产网|楼盘|东莞,"['小区', '房产网', '楼盘', '东莞', '长滩', '福州', '西二环', '鼓楼', '明东', '上海']","['上海房产网上海小区浦东小区洋泾小区民生四村','东莞房产网东莞小区万江小区石美小区雨云亭小区','福州房产网福州小区鼓楼小区西二环小区美之国二期']"
208,19,8|甄嬛|后宫|穿越|皇帝,"['甄嬛', '后宫', '穿越', '皇帝', '2634', '起身', '温实初', '颖儿', '陵容', '茜茜']","['甄嬛传里的敬妃','重温甄嬛终于懂了为何端妃和人名最后都远离了甄嬛','甄嬛传皇上驾崩后对甄嬛有恩的叶澜依为何却自尽春禧殿']"
209,19,9|ktv|腐女|加油|宅男,"['ktv', '腐女', '加油', '宅男', '理哈哈哈哈', '号唱', '合诵', '唱吧', '绿当', '欧巴']","['鞋子特大号唱吧,最时尚的手机ktv','宅男腐女的最爱,清新喜剧电影明明是ta先喜欢我的','借过原版旋风少女唱吧,最时尚的手机ktv']"
210,19,0|大学|学院|宜宾|工业,"['大学', '学院', '宜宾', '工业', '电气', '职业', '河南', '理工', '工程', '校区']","['东华大学机械工程学院唐智教授汇报西南石油大学工业设计专业学科','上海交通大学电子信息与电气工程学院english','公办有河南财经政法大学,郑州航空工业管理学院,河南财政金融学院']"
211,19,1|方剂|针灸|中医|经方,"['方剂', '针灸', '中医', '经方', '正版', '医药', '中草药', '养生', '主编', '中药']","['中国针灸大成灸法卷采艾编翼神灸经纶太乙离火感应神针','针灸学图表解中医备考丛书郭义主编人名正版书籍','正邮付方剂学用速记经方大家付教授的方剂学学用书']"
212,19,2|歌剧|钢琴|音乐会|京剧,"['歌剧', '钢琴', '音乐会', '京剧', '剧院', '音乐', '简谱', '歌曲', '大相', '梵乐团']","['优秀青年京剧演员徐敏张派青衣戏里戏外精彩瞬间京剧新生代1','人名中国民族新歌剧的杰出代表八十二岁上台演唱仍拒用话筒','上师大音乐学院教师余笛上戏表演系青年教师上海歌舞团独唱演员']"
213,19,3|摄影|风光|园博园|黄田古,"['摄影', '风光', '园博园', '黄田古', '图片', '名胜', '村落', '太平洋', '索方', '粤东']","['粤东第一大佛摄影图片海丰莲花山风光摄影南海','英国剑桥大学摄影图片美国风光旅游摄影生活中的','暮色黎明海边的记忆摄影图片风光摄影一路顺风']"
214,18,4|贪污|饿死|活活|皇室,"['贪污', '饿死', '活活', '皇室', '官几十年', '晁信初', '晁家', '孙登', '应允', '齐昭']","['胤祥当时已经身患重病,但是他还是不辞辛劳地帮雍正去四处寻访名山','于是下决心宁死也不食清朝粮,坐于苏门山孙登啸台旁活活饿死.','晁家庄园是晁信初的祖业,晁信初当县官几十年,贪污受贿了许多钱财']"
215,18,5|安卓|纯净|内置|披萨,"['安卓', '纯净', '内置', '披萨', '客户端', '反馈', '下载', '微信', '69miui97', '0pc']","['首页安卓软件网上购物鼠米优品app1.0.','炫彩渐变色小米cc9内置壁纸高清下载内置芝麻科技网','国旗汇1.0.05安卓客户端下载mdpda手机网']"
216,18,6|哈哈|哈哈哈|笑死|星星,"['哈哈', '哈哈哈', '笑死', '星星', '20后', '羊哈', '摇袋鼠', '好会', '程年人', '冒昧']","['看起来完全行得通让人忍不住笑出声来哈哈哈哈哈哈哈就是,蜗牛','人名白回来了哈哈哈哈哈哈哈哈这个话题吉克隽逸看了都发出疑问','好想知道变成什么样了笑死,哈哈哈哈哈哈']"
217,18,7|乡村|振兴|美丽|沿河,"['乡村', '振兴', '美丽', '沿河', '亳州', '农村', '建设', '公路', '农业', '振兴金']","['林城相拥擘画美丽亳州亳州市林拥城林长制改革示范先行区建设记略','全国美丽乡村路助力梁平乡村振兴','会员动态丨38载筑乡村梦以建设数字乡村助力乡村全面振兴']"
218,18,8|手抄报|抄报|手抄|清明节,"['手抄报', '抄报', '手抄', '清明节', '节手', '小报', '内容', '端午', '宪法', '简单']","['游泳防溺水手抄报大全儿童夏季防溺水安全手抄报图片01','浓情端午可爱手抄报模板及图片端午福粽手抄报图片','呵护眼睛从小做起手抄报模板及图片保护眼睛手抄报']"
219,18,9|考点|英语|考虫|托福,"['考点', '英语', '考虫', '托福', '复习', '中考', '听力', '外语', '单词', '丛书']","['一建高频考点05又是常考的21个考点,快拿小本本记好','零基础快学英语单词易人外语教研组著人名美克里斯汀编外语实用英语','新托福听力7天突破新航道英语学习丛书']"
220,18,0|搭载|动力|混动|发动,"['搭载', '动力', '混动', '发动', '油电', '机动力', '混合', '充沛', '插电式', '0l']","['目前,新款汉兰达已经上市,全系搭载的丰田的油电混动,搭载2.','充沛的动力储备动力上,探岳搭载ea8882.','动力上,新车推出搭载内燃机,插电式混合动力的车型.']"
221,18,1|行业|报告|前景|前瞻,"['行业', '报告', '前景', '前瞻', '市场', '研究', '分析', '预测', '投资', '深度']","['更多行业相关数据请参考前瞻产业研究院中国酒店行业发展前景与','中国手术机器人行业市场前景及投资机会研究报告,同时中商产业','2021年中国新冠药物行业分析报告行业全景评估与发展前景研究']"
222,17,2|执法|市貌|市容|加强,"['执法', '市貌', '市容', '加强', '整治', '督查', '联合', '高新区', '部门', '通力']","['下一步,东湖街道将继续加强对车容车貌的督查力度,逐步健全监督奖惩','只有采取强硬的治理措施,才能将我们的市容市貌彻底整治下去.','高新区城市管理综合执法大队结合自身职责,联合交警,住建,环保部门']"
223,17,3|竖版|竖屏|灯饰|门面,"['竖版', '竖屏', '灯饰', '门面', '灯具', '店面', '6901035', '6761200', '650850', '641915']","['灯灯具灯饰10801527竖版竖屏','600829竖版竖屏','641915竖版竖屏']"
224,17,4|课程|教育学|教授|副教授,"['课程', '教育学', '教授', '副教授', '研究', '理论', '硕士', '方向', '教学', '一部分']","['莱斯大学采用小班制教学,学生将在本科阶段完成建筑史,理论,实践和','一部分课程是大学所学专业的相关基础课程,另一部分则教授学习技巧等','内夫教授同时也担任本学期另一门专业核心课程跨学科研究理论,方法']"
225,17,5|单票|票票|票本|纸本,"['单票', '票票', '票本', '纸本', '便签', '665513', '640743', '8671000', '750872', '728450']","['单票票票据1344760','单票票票据600579','单票票票据682594']"
226,17,6|画手|简笔|绘线|竖版,"['画手', '简笔', '绘线', '竖版', '竖屏', '书法', '国画', '绘素', '描线', '7001157']","['简笔画手绘线稿661564','国画简笔画手绘线稿690494','简笔画手绘线稿426626竖版竖屏']"
227,17,7|挂画|装饰|墙贴|壁画,"['挂画', '装饰', '墙贴', '壁画', '墙纸', '墙画', '手绘墙', '现代', '吊饰', '背景']","['柳叶小鸟家居电视沙发创意个性背景墙贴装饰壁纸画自粘贴纸贴画9折','现代简约金色轻奢装饰画九鱼图力争上游手绘油画玄关过道挂画','浮森映画kaws画解剖潮流装饰画创意客厅卧室无框画个性挂画墙画']"
228,17,8|地产|城央|大宅|开放,"['地产', '城央', '大宅', '开放', '样板', '融创', '低密', '鸣丨', '亚厦', '5880']","['七彩云南第壹城4月初将开放样板房首推住宅','融创61宸阅和鸣丨城央低密生态洋房开启金普人居新时代','俊发逸天峰全新售楼部城央大宅实体样板间正式开放']"
229,17,9|召开|委员|会议|党代会,"['召开', '委员', '会议', '党代会', '选举', '常务', '专委会', '第十七', '第六', '委员会']","['时政要闻华坪县第十七届人民政府召开第十二次常务会议','通过第一次党员大会选举产生第一届学院党委委员,配齐配强基层党支部','娄底市城投集团召开职工大会选举产生新一届工会委员']"
230,17,0|灰霉病|托洛尔|有机物|温度,"['灰霉病', '托洛尔', '有机物', '温度', '氧气', '猕猴桃', '养分', '水分', '细菌', '合格']","['这和温度过高导致水分蒸发过快,从而造成作物对硼钙等必须养分吸收不','普洱茶产生霉味的原因微生物在养分,水分及氧气充足的环境中','二,灰霉病猕猴桃灰霉病是由半知菌类灰葡萄孢侵染猕猴桃后引发的']"
231,17,1|票票|单票|竖版|竖屏,"['票票', '单票', '竖版', '竖屏', '乐谱', '曲谱', '演唱会', '640873', '一码通', '7801105']","['单票票票据7801105竖版竖屏','单票票票据572734竖版竖屏','单票票票据512800竖版竖屏']"
232,16,2|李老汉|阿梅|猪蹄|大吃一惊,"['李老汉', '阿梅', '猪蹄', '大吃一惊', '饭砌', '向哥', '响屁', '哮天犬', '喊道', '头来']","['李老汉大着胆子又走到蟒蛇的头边上,慢慢的蹲了下来,李老汉突然发觉','他赶紧跳起来,脸色苍白地奔下楼梯,大声喊道阿梅.阿梅.','言罢,从怀中掏出了那四个猪蹄.杨柳看到那四个猪蹄后,大吃一惊.']"
233,16,3|素材|背景|海报|模板,"['素材', '背景', '海报', '模板', '金色', 'ps', '图线框', '高保', '创欧式', '0x0像素']","['金色材质金属质感金箔高清背景素材','投资理财时间沙漏金色背景素材','简约鲜美蔬菜沙拉店海报背景素材']"
234,16,4|贷款|额度|首付|银行,"['贷款', '额度', '首付', '银行', '的话', '申请', '100万20年', '结婚证', '大前提', '还清']","['以贷款100万20年还清为例,两者还款的区别可以看下图','在完成车辆评估后,贷款机构就会和借款人签订贷款合同,然后就会发放','通过这个过程,银行会对你考核,若你的工资薪酬达到你申请的贷款额度']"
235,16,5|时装周|秋冬|米兰|街拍,"['时装周', '秋冬', '米兰', '街拍', '2018', '邢昭林', '继色', '丝达人秀', '亚太区', '三宅']","['持更胡歌作为阿玛尼ea代言人参加米兰时装周','2020米兰时装周最好最狂野的造型之莫斯奇诺','2018秋冬中国国际时装周街拍,追逐中国风,勇于突破第']"
236,16,6|多功能|炒锅|铁锅|夹层,"['多功能', '炒锅', '铁锅', '夹层', '年糕', '小型', '煮面', '电煮', '火锅', '家用']","['章丘铁锅舌尖纯手工铁锅正宗手工锻打圆底炒锅不粘锅龙鳞手工铁锅','韩式电热锅多功能精致花纹电煮锅烤肉电炒锅无烟不粘电火锅','小浣熊宿舍学生电煮锅多功能家用煮面火锅小型1人2小']"
237,16,7|香炉|神像|财神|大帝,"['香炉', '神像', '财神', '大帝', '皇天', '雕塑厂', '仙家', '塑像', '福字', '观音']","['庄子神像孔子神像五圣神像药王爷塑像树脂木雕彩绘贴','人名铜香炉家用室奉香炉纯铜宣德沉香檀香香薰炉冲耳大号三足供佛','泰山爷塑像五岳大帝南岳大帝神像三官大帝雕塑厂家']"
238,16,8|脚下|飞号|拉萨河|寻根,"['脚下', '飞号', '拉萨河', '寻根', '猫儿', '好似', '王山观', '圣城', '图虫网', '禾木村']","['万仙山绝壁长廊之二郭亮村人工隧道','华南穿越酃峰南风面茶盐古道游记','珠峰脚下静静流淌的绒布河名飞号行空图虫网']"
239,16,9|充电|亚光|快充|主板,"['充电', '亚光', '快充', '主板', '取出', '电池', '显示', '无线', '仓盖', '7led']","['中间的圆形滑块,金属制,亚光,耳罩外壳不清楚是不是铝制,也是亚光','取出粘贴在充电盒底部的无线充电线圈,可以看到壳体四周有结构加强','充电40w华为有线超级快充和27w华为无线超级快充,真香']"
240,16,0|严重|卫辉市|淹没|暴雨,"['严重', '卫辉市', '淹没', '暴雨', '内涝', '积水', '气候', '电力', '遭遇', '多地']","['暴雨过后的勉县,受城市内涝,地基下陷等因素影响,电力基础设施受损','给居民的出行和生活雨水倒灌入室,粮库遇险,镇区积水严重,道路被淹','近日,河南省新乡市卫辉市遭遇强降水天气,卫辉市城区被洪水淹没.']"
241,16,1|漫画|原田知世|佐木|民王,"['漫画', '原田知世', '佐木', '民王', '步履', '王学园', '甘城', '梦色卡', '半泽', '直树']","['民王热血搞笑又深刻的政坛喜剧半泽直树作者又','食戟之灵漫画第178话剧情内容和腹黑学姐大战','漫画伤痕小酒馆决定制作真人剧原田知世']"
242,16,2|家长们|同学们|孩子们|开学,"['家长们', '同学们', '孩子们', '开学', '陪同', '好评', '暑假', '家长', '耳际', '翘首以盼']","['家长们陪同孩子一起观看好家风,好家教的视频.','这是一堂家长课.新学期开学之际,国际学校的家长们为?','自习课上,传入耳际的只是奋笔疾书的声音,下课后,同学们讨论问题的']"
243,16,3|亚湾|旅馆|酒店|6阿戈斯托利港,"['亚湾', '旅馆', '酒店', '6阿戈斯托利港', '考拉', '聂门', '阿塔卡玛', '胡安', '阿姆斯特', '阿吉拉']","['约金聂门马克凯鲁旅馆jokiniemenmatkailu','阿姆斯特丹的酒店阿姆斯特丹南区老城奥利斯住宿加早餐旅馆','寂静之声乌拉亚湾阿塔卡玛黑岛圣地亚哥瓦尔帕莱索比尼亚']"
244,16,4|插画|原画|动漫|原创,"['插画', '原画', '动漫', '原创', '嘻哈', '少女', '二次元', '头像', '钟风华', '发包']","['电影乘风破浪海报其他插画插画望川鸟原创','妖神记立绘插画游戏原画逆鳞美术原创作品','甲铁城的卡巴内瑞无名插画插画习作零加贰原创']"
245,16,5|海报|设计|招募|绚丽微,"['海报', '设计', '招募', '绚丽微', '五相', '庆海', '福生', '黄海款', '软文', '模板']","['时尚贷款海报设计','科技互联网海报设计背景图','海报设计专题冬至海报合集']"
246,15,6|招聘|单位|事业|人员,"['招聘', '单位', '事业', '人员', '汇总表', '公开', '师范', '岗位', '衢州市', '试疫情']","['2021年度事业单位招聘试疫情防控告知书','2013年衢州市衢江区人社局第二期事业单位招聘报名委托书','附件1.省属事业单位公开招聘工作人员岗位汇总表2.']"
247,15,7|职场|领导|提拔|辞职,"['职场', '领导', '提拔', '辞职', '潜规则', '干事业', 'b换', '长说', '跟店', '调岗']","['领导特别讨厌员工做这3类事却有人天天在做难怪提拔无望','揭秘职场潜规则别这样被迫离职,还自认为不称职.全是','职场上有这3个特征的人最容易被提拔成领导这就是现实']"
248,15,8|视频|优酷|微博|播单,"['视频', '优酷', '微博', '播单', '娱乐', '哥tvt', '咪咕', '透饭', 'into', '八卦报']","['娱乐影像力娱情舆理的微博视频','流行歌曲播单优酷视频','达可作品播单优酷视频']"
249,15,9|博客|博恒|日志|日常,"['博客', '博恒', '日志', '日常', '日记', 'plog', '啄米', '和讯', '东东', '事物藏']","['博恒博恒的和讯博客','电子工厂工作总结电烙铁篇r1的日志网易博客','超酷的卫星拍摄东东的日志网易博客']"
250,15,0|填报|考入|志愿|录取,"['填报', '考入', '志愿', '录取', '高考', '大学', '跑腿', '事业编', 'b君', '一知半解']","['考生在填报志愿的时候,在网络上查找了很多高校冷门专业,历年来断档','录取分数可以说明问题,每年比其他大公司高几十分之一,高考志愿填报','今年是广东首年实施新高考改革,很多同学对于新高考志愿填报一知半解']"
251,15,1|人名|检车员|代领|方艳军,"['人名', '检车员', '代领', '方艳军', '秦礼', '韩辛', '口是心非', '蒋勋', '名叶', '李欣']","['花间集深刻影响了人名,人名,人名,人名,蒋勋,人名','瑜伽,健身,人名,哑铃,人名,杠铃,李欣','段奖励检车员检车员方艳军,人名,人名,人名']"
252,15,2|出生于|祖籍|吉林省|父亲,"['出生于', '祖籍', '吉林省', '父亲', '辽宁', '抗清', '张本', '裴矩', '两界', '迁居']","['权迎东1976年出生于吉林通化,定居北..','出生于马来西亚的槟城,父亲为当地华侨,亦曾任香港太平绅士.','人名出生于北京,后来随父亲迁居江西,10岁时始回故乡东莞.']"
